hhid,year,month,effort_persondays
437,2013,11,3
437,2014,9,5
437,2015,11,2
438,2012,11,5
438,2013,3,2
438,2013,5,3
438,2013,8,9
438,2013,9,10
438,2013,11,7
438,2014,3,7
438,2014,11,9
438,2015,1,7
438,2015,5,2
440,2012,11,7
440,2013,1,2
440,2013,3,7
440,2013,8,7
440,2013,9,7
440,2013,11,14
440,2014,3,1
440,2014,7,3
440,2014,9,2
440,2014,11,3
440,2015,5,2
440,2015,7,7
442,2012,11,3
442,2013,1,7
442,2013,3,4
442,2013,5,1
442,2013,8,7
442,2013,9,7
442,2014,5,2
443,2012,11,7
443,2013,1,3
443,2013,3,7
443,2013,5,4
443,2013,8,7
443,2013,9,7
443,2013,11,7
443,2014,5,7
443,2014,9,1
443,2014,11,3
443,2015,1,2
443,2015,9,2
444,2012,11,4
444,2013,1,7
444,2013,3,2
444,2013,5,1
444,2013,11,8
444,2015,1,2
444,2015,5,1
444,2015,11,1
445,2012,11,3
445,2013,1,2
445,2013,3,3
445,2013,5,2
445,2013,8,4
445,2013,9,7
445,2013,11,1
445,2014,3,2
445,2015,9,1
446,2012,11,7
446,2013,3,6
446,2013,5,1
446,2013,8,7
446,2013,9,14
446,2013,11,7
449,2012,11,7
449,2013,1,5
449,2013,5,4
449,2013,8,1
449,2013,9,7
449,2013,11,3
449,2014,1,4
449,2014,3,1
449,2014,5,6
449,2014,7,14
449,2014,9,13
449,2014,11,10
449,2015,1,7
449,2015,3,7
449,2015,5,4
449,2015,7,7
449,2015,9,7
449,2015,11,7
451,2012,11,7
451,2013,9,2
451,2013,11,21
451,2014,1,9
451,2014,3,3
451,2014,5,6
451,2014,7,1
451,2014,9,7
451,2014,11,4
451,2015,1,4
451,2015,3,1
451,2015,5,10
451,2015,7,4
451,2015,9,13
451,2015,11,8
452,2012,11,4
452,2013,1,1
452,2013,3,8
452,2013,8,8
452,2013,9,14
452,2013,11,14
452,2014,1,5
452,2014,3,3
452,2014,5,7
452,2014,7,6
452,2014,9,7
452,2014,11,13
452,2015,1,7
452,2015,3,6
452,2015,5,5
452,2015,7,7
452,2015,9,21
452,2015,11,7
453,2012,11,8
453,2013,1,4
453,2013,3,2
453,2013,5,2
453,2013,8,14
453,2013,9,14
453,2013,11,7
453,2014,1,1
453,2014,3,3
453,2014,5,3
453,2014,7,9
453,2014,9,9
453,2014,11,7
453,2015,1,3
453,2015,3,6
453,2015,5,4
453,2015,7,7
453,2015,9,10
453,2015,11,7
454,2012,11,7
454,2013,1,3
454,2013,3,7
454,2013,8,7
454,2013,9,7
454,2013,11,7
454,2014,1,7
454,2014,5,1
454,2014,7,6
454,2014,9,2
454,2014,11,4
454,2015,3,1
454,2015,5,1
454,2015,7,7
454,2015,9,3
454,2015,11,7
458,2013,8,7
458,2013,9,7
458,2013,11,4
458,2014,3,2
458,2014,7,2
458,2014,9,2
458,2014,11,4
458,2015,7,1
458,2015,9,7
458,2015,11,4
460,2012,11,7
460,2013,1,7
460,2013,3,2
460,2013,5,2
460,2013,8,7
460,2013,9,7
460,2013,11,7
460,2014,1,1
460,2014,3,2
460,2014,5,2
460,2014,7,3
460,2014,9,7
460,2014,11,10
460,2015,1,3
460,2015,3,3
460,2015,5,2
460,2015,7,2
460,2015,9,7
460,2015,11,7
462,2012,11,23
462,2013,1,14
462,2013,3,7
462,2013,9,15
462,2013,11,21
462,2014,1,12
462,2014,3,10
462,2014,5,2
462,2014,7,8
462,2014,9,16
462,2014,11,19
462,2015,1,7
462,2015,3,1
462,2015,5,7
462,2015,7,3
462,2015,9,8
462,2015,11,9
463,2012,11,1
463,2013,1,4
463,2013,3,8
463,2013,5,2
463,2013,8,14
463,2013,9,5
463,2013,11,3
463,2014,1,3
463,2014,3,2
463,2014,7,9
463,2014,9,11
463,2014,11,8
463,2015,3,7
463,2015,5,2
463,2015,7,3
463,2015,9,10
463,2015,11,8
464,2012,11,8
464,2013,1,6
464,2013,3,6
464,2013,5,6
464,2013,8,7
464,2013,9,3
464,2013,11,14
464,2014,1,7
464,2014,3,12
464,2014,5,3
464,2014,7,7
464,2014,9,3
464,2014,11,11
464,2015,1,3
464,2015,3,10
464,2015,5,11
464,2015,7,7
464,2015,9,10
465,2012,11,3
465,2013,1,2
465,2013,3,1
465,2013,5,1
465,2013,9,2
465,2014,1,3
465,2014,7,2
465,2014,9,1
465,2015,7,5
466,2013,8,3
466,2013,9,4
466,2014,7,5
466,2015,1,3
466,2015,3,6
466,2015,9,6
466,2015,11,7
469,2012,11,5
469,2013,1,3
469,2013,3,3
469,2013,8,3
469,2013,9,5
469,2014,1,6
469,2014,3,6
469,2014,5,7
469,2014,7,7
469,2014,9,4
469,2014,11,1
469,2015,1,8
469,2015,7,3
469,2015,9,4
469,2015,11,7
470,2012,11,6
470,2013,1,6
470,2013,3,3
470,2013,8,2
470,2013,9,7
470,2013,11,3
470,2014,1,6
470,2014,3,3
470,2014,5,1
470,2014,7,2
470,2014,9,4
470,2014,11,7
470,2015,1,6
470,2015,3,3
470,2015,7,7
470,2015,9,7
470,2015,11,7
472,2013,1,4
472,2013,5,3
472,2013,8,7
472,2013,9,7
472,2014,3,3
472,2014,9,7
472,2014,11,7
472,2015,1,3
472,2015,5,6
472,2015,7,2
472,2015,9,4
473,2013,3,4
473,2013,9,3
473,2014,7,3
473,2014,9,4
473,2015,1,2
473,2015,3,7
473,2015,9,7
473,2015,11,3
474,2012,11,2
474,2013,3,4
474,2013,9,3
474,2013,11,7
474,2014,3,7
474,2014,7,7
474,2014,9,3
474,2014,11,5
474,2015,1,3
474,2015,7,1
474,2015,9,7
474,2015,11,7
475,2012,11,5
475,2014,5,1
475,2015,9,3
478,2012,11,3
478,2013,3,3
478,2013,8,3
478,2013,9,7
478,2013,11,2
478,2014,5,2
478,2014,7,5
478,2014,9,1
478,2014,11,7
478,2015,1,3
478,2015,3,2
480,2012,11,12
480,2013,1,4
480,2013,3,7
480,2013,5,2
480,2013,8,6
480,2013,9,7
480,2013,11,2
480,2014,1,7
480,2014,3,7
480,2014,5,3
480,2014,7,5
480,2014,11,6
480,2015,1,2
480,2015,3,5
480,2015,5,4
480,2015,7,3
480,2015,9,7
480,2015,11,7
482,2012,11,7
482,2013,8,7
482,2013,9,4
482,2013,11,2
482,2014,1,3
482,2014,5,1
482,2014,7,7
482,2014,9,3
482,2014,11,5
482,2015,1,2
482,2015,9,4
484,2012,11,3
484,2013,1,2
484,2013,8,2
484,2013,9,4
484,2013,11,3
484,2014,3,14
484,2014,7,5
484,2014,9,2
484,2015,1,5
484,2015,3,3
484,2015,11,7
485,2012,11,3
485,2013,9,7
485,2014,9,7
485,2015,9,7
486,2013,1,2
486,2013,9,7
486,2015,9,7
488,2012,11,7
488,2013,1,2
488,2013,3,7
488,2013,9,7
488,2013,11,7
488,2014,1,3
488,2014,7,7
488,2014,9,7
488,2015,9,7
489,2012,11,2
489,2013,11,3
489,2014,1,5
489,2014,3,3
489,2014,7,2
489,2014,9,2
489,2014,11,4
489,2015,1,3
489,2015,3,4
489,2015,11,7
491,2012,11,3
491,2013,9,5
491,2013,11,2
491,2014,1,7
491,2014,3,21
491,2014,7,2
491,2014,9,7
491,2014,11,7
491,2015,1,7
491,2015,3,7
491,2015,9,4
493,2012,11,1
493,2013,3,7
493,2013,8,7
493,2013,9,7
493,2014,1,7
493,2014,3,7
493,2014,7,7
493,2014,9,7
493,2014,11,7
493,2015,3,6
493,2015,7,7
493,2015,9,7
493,2015,11,1
494,2012,11,14
494,2013,3,4
494,2013,5,14
494,2013,8,7
494,2013,9,8
494,2014,1,21
494,2014,3,14
494,2014,5,7
494,2014,7,3
494,2014,9,6
494,2014,11,7
494,2015,1,6
494,2015,3,14
494,2015,5,14
494,2015,7,14
494,2015,9,7
495,2013,8,1
495,2013,9,4
495,2013,11,4
495,2014,1,14
495,2014,3,14
495,2014,5,14
495,2014,7,3
495,2015,9,2
497,2012,11,3
497,2013,1,1
497,2013,11,5
497,2014,1,7
497,2014,3,5
497,2014,5,3
497,2014,11,5
497,2015,1,5
497,2015,11,7
498,2012,11,7
498,2013,3,7
498,2013,8,7
498,2013,9,7
498,2014,9,7
498,2014,11,7
498,2015,1,3
498,2015,9,7
500,2012,11,2
500,2013,1,4
500,2013,5,2
500,2013,8,4
500,2013,9,4
500,2013,11,2
500,2014,3,2
500,2014,5,2
500,2014,7,2
500,2015,9,3
504,2012,11,5
504,2013,1,7
504,2013,8,7
504,2013,9,2
504,2013,11,7
504,2014,7,2
504,2014,11,7
504,2015,9,7
504,2015,11,7
505,2012,11,7
505,2013,1,10
505,2013,11,5
505,2014,7,6
505,2015,3,7
505,2015,5,7
505,2015,9,7
507,2012,11,4
507,2013,1,2
507,2013,5,1
507,2013,8,7
507,2013,9,3
507,2014,1,3
507,2014,9,5
507,2014,11,4
507,2015,1,5
507,2015,9,5
507,2015,11,7
508,2012,11,5
508,2013,1,13
508,2013,3,3
508,2013,8,3
508,2013,9,5
508,2013,11,4
508,2014,1,7
508,2014,5,7
508,2014,9,7
508,2014,11,7
508,2015,1,2
508,2015,9,11
508,2015,11,14
510,2013,1,20
510,2013,8,7
510,2014,3,1
510,2014,7,2
510,2015,9,2
511,2012,11,14
511,2013,1,7
511,2013,3,7
511,2013,5,3
511,2013,8,3
511,2013,9,7
511,2013,11,5
511,2014,1,7
511,2014,5,7
511,2014,7,7
511,2014,9,4
511,2014,11,7
511,2015,1,7
511,2015,3,7
511,2015,7,7
511,2015,9,7
511,2015,11,3
514,2012,11,3
514,2013,11,4
514,2014,3,2
514,2015,1,4
514,2015,9,3
514,2015,11,7
515,2012,11,7
515,2013,9,3
515,2014,1,1
516,2012,11,14
516,2013,1,1
516,2013,9,14
516,2013,11,4
516,2014,1,7
516,2014,5,7
516,2014,7,7
516,2014,9,4
516,2014,11,7
516,2015,1,7
516,2015,9,7
516,2015,11,7
519,2013,8,1
519,2013,11,1
519,2014,1,7
519,2014,9,4
519,2014,11,7
519,2015,1,7
520,2012,11,3
520,2013,1,2
520,2014,9,2
522,2013,9,7
523,2012,11,4
523,2013,1,3
523,2013,8,7
523,2013,9,3
523,2014,7,1
523,2014,9,4
523,2014,11,7
523,2015,9,1
524,2012,11,5
524,2013,11,3
524,2014,11,7
524,2015,1,4
524,2015,3,7
524,2015,9,4
524,2015,11,7
525,2012,11,6
525,2013,1,1
525,2013,8,1
525,2013,9,4
525,2013,11,4
525,2014,1,2
525,2014,5,1
525,2014,9,7
525,2014,11,3
526,2012,11,7
526,2013,8,3
526,2013,9,7
526,2013,11,7
526,2014,1,7
526,2014,7,2
526,2014,9,5
526,2014,11,7
526,2015,1,7
529,2012,11,2
529,2013,11,3
529,2014,5,3
529,2014,7,1
529,2014,9,4
529,2014,11,4
529,2015,9,2
529,2015,11,2
530,2012,11,4
530,2013,9,3
530,2013,11,3
530,2014,7,1
530,2014,11,4
530,2015,1,3
530,2015,11,1
531,2012,11,2
531,2013,3,3
531,2013,8,3
531,2013,9,1
531,2013,11,1
531,2014,1,2
531,2014,5,2
531,2014,7,2
531,2014,9,4
531,2015,1,3
532,2012,11,14
532,2013,8,7
532,2013,9,3
532,2013,11,3
532,2014,1,2
532,2014,3,3
532,2014,5,1
532,2015,1,7
532,2015,9,5
533,2012,11,7
533,2013,1,7
533,2013,8,7
533,2013,9,7
533,2013,11,7
533,2014,5,3
533,2014,7,5
533,2014,9,7
533,2014,11,7
533,2015,1,4
533,2015,9,4
536,2012,11,7
536,2013,8,4
536,2013,9,3
536,2014,1,1
536,2014,7,3
536,2014,9,2
536,2014,11,7
536,2015,1,2
536,2015,7,1
536,2015,9,2
538,2012,11,1
538,2013,1,2
538,2013,5,2
538,2013,8,2
538,2013,9,5
538,2013,11,2
538,2014,1,1
538,2014,3,1
538,2014,7,2
538,2015,7,2
538,2015,9,2
540,2012,11,2
540,2013,8,7
540,2013,11,2
540,2014,1,4
540,2014,3,4
540,2014,7,2
540,2014,11,7
540,2015,1,4
540,2015,3,2
540,2015,9,7
541,2012,11,1
541,2013,8,3
541,2013,11,3
541,2014,1,2
541,2014,11,7
541,2015,1,4
541,2015,3,1
541,2015,9,2
543,2012,11,2
543,2013,9,7
543,2013,11,1
543,2014,3,2
543,2014,5,4
543,2014,9,2
543,2014,11,4
543,2015,1,4
545,2012,11,4
545,2013,9,4
545,2014,1,7
545,2014,5,5
545,2014,7,7
545,2014,9,5
545,2014,11,3
545,2015,1,5
545,2015,3,10
545,2015,5,2
545,2015,7,7
545,2015,9,5
545,2015,11,5
546,2012,11,5
546,2013,1,2
546,2013,9,2
546,2014,5,4
546,2014,7,4
546,2014,9,7
546,2015,5,1
546,2015,9,7
546,2015,11,7
547,2013,9,7
547,2014,7,5
547,2014,9,7
547,2014,11,7
547,2015,5,3
547,2015,9,7
550,2012,11,3
550,2013,8,7
550,2013,9,7
550,2013,11,7
550,2014,1,9
550,2014,7,7
550,2014,11,7
550,2015,1,7
550,2015,3,7
550,2015,5,7
550,2015,7,7
550,2015,9,7
551,2012,11,4
551,2013,3,2
551,2013,8,7
551,2013,11,2
551,2014,1,3
551,2014,3,0
551,2014,5,1
551,2014,7,3
551,2014,9,7
551,2014,11,7
551,2015,1,7
552,2012,11,3
552,2013,1,7
552,2013,8,7
552,2013,11,7
552,2014,1,7
552,2014,3,2
552,2014,7,7
552,2014,11,4
552,2015,1,3
552,2015,3,3
552,2015,7,3
552,2015,11,7
553,2012,11,4
553,2013,8,7
553,2013,9,3
553,2014,1,7
553,2014,7,7
553,2014,11,5
553,2015,5,7
553,2015,7,4
553,2015,11,7
555,2012,11,4
555,2013,1,1
555,2013,3,4
555,2013,9,3
555,2013,11,4
555,2014,1,3
555,2014,3,5
555,2015,1,7
555,2015,3,7
556,2012,11,4
556,2013,9,5
556,2013,11,3
556,2014,7,7
556,2014,9,2
556,2014,11,4
556,2015,1,2
556,2015,5,4
556,2015,7,1
556,2015,9,6
556,2015,11,7
557,2012,11,4
557,2013,8,1
557,2013,9,4
557,2013,11,5
557,2014,7,1
562,2013,1,6
562,2013,9,3
562,2013,11,2
562,2014,1,8
562,2014,3,3
562,2015,9,7
562,2015,11,2
563,2012,11,14
563,2013,1,14
563,2013,3,2
563,2013,8,7
563,2013,9,7
563,2013,11,7
563,2014,1,7
563,2014,3,3
563,2014,7,2
563,2014,11,7
564,2013,1,4
564,2013,11,7
564,2014,1,1
564,2014,5,7
564,2014,7,6
564,2014,11,7
564,2015,1,7
564,2015,3,7
564,2015,5,7
564,2015,7,5
564,2015,9,7
565,2013,1,9
565,2013,8,7
565,2013,9,7
565,2014,9,7
565,2015,3,7
565,2015,9,7
565,2015,11,7
566,2012,11,2
566,2013,1,2
566,2013,3,7
566,2013,9,7
566,2013,11,3
566,2014,1,7
566,2014,3,5
566,2014,11,7
566,2015,1,2
567,2012,11,7
567,2013,1,2
567,2013,8,1
567,2013,9,1
567,2014,1,2
567,2014,3,10
567,2014,11,7
567,2015,1,2
567,2015,9,7
567,2015,11,3
570,2012,11,7
570,2013,1,9
570,2013,3,3
570,2013,5,3
570,2014,1,7
570,2014,3,7
570,2014,5,2
570,2014,9,7
570,2014,11,7
570,2015,3,1
570,2015,11,4
573,2012,11,8
573,2013,1,7
573,2013,3,6
573,2013,8,7
573,2013,9,4
573,2014,1,7
573,2014,7,2
573,2014,9,7
573,2014,11,7
573,2015,1,7
573,2015,3,2
573,2015,5,7
573,2015,9,7
574,2012,11,6
574,2013,1,5
574,2013,3,4
574,2013,9,7
574,2014,1,7
574,2014,5,6
574,2014,9,7
574,2014,11,7
574,2015,1,7
574,2015,11,7
576,2012,11,7
576,2013,1,1
576,2013,5,2
576,2013,8,3
576,2013,9,4
576,2014,1,3
576,2014,7,7
576,2014,9,7
576,2014,11,7
576,2015,3,1
576,2015,5,3
576,2015,9,4
576,2015,11,7
577,2012,11,2
577,2013,1,2
577,2013,8,1
577,2014,1,2
577,2014,3,2
577,2014,5,3
577,2015,1,3
577,2015,3,3
578,2015,9,3
581,2012,11,3
582,2012,11,1
582,2013,8,4
582,2013,9,7
582,2014,5,1
582,2014,7,2
582,2014,9,4
582,2014,11,7
582,2015,9,7
582,2015,11,5
585,2012,11,2
585,2013,8,7
585,2013,9,7
585,2014,7,1
585,2014,9,7
585,2014,11,14
585,2015,9,7
585,2015,11,7
586,2012,11,2
586,2013,8,3
586,2013,9,3
586,2014,9,3
586,2014,11,7
586,2015,9,5
587,2013,1,1
587,2013,3,1
587,2013,8,7
587,2014,1,2
587,2015,1,2
587,2015,11,7
589,2012,11,3
589,2013,1,2
589,2013,3,1
589,2013,11,3
589,2014,7,1
589,2015,1,2
589,2015,11,7
590,2012,11,3
590,2013,1,1
590,2013,3,4
590,2013,5,2
590,2013,8,3
590,2013,9,7
590,2013,11,8
590,2014,3,5
590,2014,5,3
590,2014,9,3
590,2014,11,7
590,2015,1,2
590,2015,3,3
590,2015,11,4
592,2012,11,3
592,2013,1,3
592,2013,5,1
592,2013,9,1
594,2012,11,3
594,2013,1,3
594,2013,5,14
594,2013,8,14
594,2013,9,7
594,2013,11,4
594,2014,1,5
594,2014,3,7
594,2014,5,7
594,2014,7,14
594,2014,9,7
594,2014,11,7
594,2015,1,3
594,2015,3,7
594,2015,5,7
594,2015,7,7
594,2015,9,7
595,2012,11,2
595,2013,5,4
595,2013,8,3
595,2013,9,4
595,2013,11,7
595,2014,1,5
595,2014,3,7
595,2014,5,4
595,2014,7,7
595,2014,9,3
595,2014,11,7
595,2015,1,4
595,2015,3,3
595,2015,5,3
595,2015,7,3
595,2015,9,7
597,2013,9,3
597,2014,1,10
597,2014,5,7
597,2014,7,3
597,2014,11,4
597,2015,1,4
597,2015,3,5
597,2015,5,3
597,2015,9,7
597,2015,11,7
598,2012,11,5
598,2013,1,3
598,2013,5,4
598,2013,8,6
598,2013,9,5
598,2013,11,7
598,2014,3,2
598,2014,7,7
598,2014,9,14
598,2015,1,12
598,2015,3,6
598,2015,5,5
598,2015,7,7
598,2015,9,7
599,2012,11,7
599,2013,9,7
599,2013,11,7
599,2014,1,7
599,2014,7,7
599,2014,9,4
599,2015,1,1
599,2015,5,3
599,2015,7,2
599,2015,9,3
601,2013,9,2
601,2014,7,7
601,2014,11,7
601,2015,9,7
602,2012,11,5
602,2013,1,7
602,2013,3,3
602,2013,5,4
602,2013,8,3
602,2013,9,7
602,2013,11,7
602,2014,1,7
602,2014,5,3
602,2014,7,7
602,2014,9,5
602,2014,11,7
602,2015,1,5
602,2015,3,1
602,2015,5,7
602,2015,7,7
602,2015,9,7
604,2012,11,7
604,2013,1,7
604,2014,7,1
604,2015,9,2
605,2012,11,7
605,2013,11,7
605,2014,11,1
606,2012,11,5
606,2013,1,7
606,2013,3,2
606,2015,1,7
606,2015,9,7
609,2012,11,7
609,2015,7,2
609,2015,9,7
609,2015,11,3
610,2012,11,2
610,2013,1,4
610,2013,9,7
610,2014,1,7
610,2014,3,3
610,2014,5,1
610,2014,7,7
610,2014,9,3
610,2014,11,14
610,2015,5,7
610,2015,7,7
610,2015,9,7
610,2015,11,7
611,2012,11,2
611,2013,8,2
611,2013,9,7
611,2014,1,7
611,2014,3,4
611,2014,7,4
611,2014,9,4
611,2014,11,2
611,2015,1,3
611,2015,7,4
611,2015,11,7
612,2012,11,1
612,2013,1,1
612,2013,5,6
612,2013,8,7
612,2013,9,1
612,2013,11,5
612,2014,3,7
612,2014,5,7
612,2015,1,7
612,2015,3,6
612,2015,7,2
613,2013,3,2
613,2013,5,2
613,2013,8,7
613,2013,9,3
613,2014,1,7
613,2014,5,2
613,2014,9,14
613,2014,11,7
613,2015,1,7
613,2015,5,7
613,2015,9,7
616,2012,11,7
616,2013,1,7
616,2013,3,7
616,2013,5,7
616,2013,8,3
616,2013,9,7
616,2013,11,3
616,2014,1,7
616,2014,5,7
616,2014,7,1
616,2015,1,4
616,2015,7,5
619,2013,5,2
619,2013,9,4
619,2013,11,7
619,2014,7,2
619,2014,9,7
619,2015,1,4
619,2015,3,7
619,2015,5,1
619,2015,7,7
619,2015,11,7
620,2013,1,1
620,2013,8,4
620,2013,9,7
620,2013,11,7
620,2014,1,7
620,2014,3,2
620,2014,7,1
620,2014,9,2
620,2015,3,4
620,2015,5,1
620,2015,7,2
620,2015,9,7
621,2012,11,4
621,2013,1,2
621,2013,8,3
621,2013,9,7
621,2013,11,7
621,2015,3,5
621,2015,5,1
621,2015,7,2
621,2015,11,9
624,2012,11,2
624,2013,5,3
624,2013,8,7
624,2013,9,7
624,2013,11,3
624,2014,1,7
624,2014,3,7
624,2014,7,7
624,2014,9,3
624,2014,11,7
624,2015,1,7
624,2015,3,3
624,2015,7,7
625,2012,11,3
625,2013,1,6
625,2013,3,14
625,2013,5,1
625,2013,8,4
625,2013,9,3
625,2013,11,7
625,2014,1,2
625,2014,3,7
625,2014,5,5
625,2014,7,7
625,2014,11,6
625,2015,11,7
629,2012,11,3
629,2013,1,4
629,2013,3,1
629,2013,5,3
629,2014,1,3
629,2014,3,2
629,2014,5,1
629,2014,9,3
629,2015,1,3
629,2015,7,3
630,2012,11,7
630,2013,1,7
630,2013,3,7
630,2013,5,2
630,2013,8,2
630,2013,9,3
630,2014,1,7
630,2014,3,7
630,2014,5,7
630,2014,7,2
630,2014,9,3
630,2014,11,3
630,2015,1,3
630,2015,3,2
630,2015,7,1
631,2012,11,2
631,2013,1,2
631,2013,3,2
631,2013,8,7
631,2013,9,4
631,2014,1,2
631,2014,3,1
631,2014,5,2
631,2014,7,2
631,2014,9,5
631,2014,11,3
631,2015,1,7
631,2015,3,1
632,2013,1,2
632,2013,3,6
632,2013,5,2
632,2013,8,2
632,2014,1,2
632,2014,3,2
632,2014,5,5
632,2014,7,2
632,2014,11,1
632,2015,1,7
632,2015,3,4
632,2015,7,1
633,2012,11,3
633,2013,3,7
633,2013,5,3
633,2013,9,4
633,2014,1,2
633,2014,3,2
633,2014,9,7
633,2014,11,3
633,2015,1,3
633,2015,3,5
633,2015,9,3
633,2015,11,3
634,2013,5,1
634,2013,11,1
634,2014,1,3
634,2014,5,2
634,2014,7,7
634,2014,11,1
634,2015,1,2
636,2012,11,13
636,2013,1,12
636,2013,3,6
636,2013,5,4
636,2013,8,6
636,2013,9,3
636,2013,11,7
636,2014,7,3
636,2014,9,7
636,2014,11,7
636,2015,1,7
636,2015,9,7
636,2015,11,7
637,2012,11,7
637,2013,1,2
637,2013,3,3
637,2013,5,2
637,2013,8,7
637,2013,9,4
637,2013,11,7
637,2014,1,3
637,2014,7,7
637,2014,9,7
637,2014,11,3
637,2015,1,3
637,2015,9,5
638,2012,11,3
638,2013,3,2
638,2013,5,1
638,2013,8,7
638,2013,9,3
638,2014,1,7
638,2014,5,1
638,2014,11,4
638,2015,1,3
638,2015,7,1
638,2015,9,7
638,2015,11,3
