hhid,year,hhsize,depshare,maxeduc,index1,index2,buff,chicken,cow,duck,pig,incwage,incfish,incfarm,incskill,land,flood,floodmonths
130,2012,4,0,11,-2.397939,-2.1065457,1,0,0,0,0,0,0,1,0,2,1,1
130,2015,3,0,6,1.4149714,-.296698,1,1,0,0,0,0,0,0,1,3,1.5,1.6666666
131,2012,6,.16666667,9,-1.4206787,-1.8194312,1,1,1,0,1,0,0,1,0,3.02,1,.66666669
131,2015,8,.125,10,-.19104391,.54581678,1,1,0,0,1,0,0,1,0,6,6,1.3333334
132,2012,6,.16666667,4,-1.4206787,4.5944982,0,1,1,0,1,0,0,1,0,1,1,1
132,2015,6,.16666667,7,-1.3540927,1.6932991,1,1,1,1,0,0,0,1,0,11,3,1
133,2012,6,.16666667,5,-1.3540927,1.055799,0,1,1,1,0,0,0,1,0,3.45,2,1
133,2015,6,.16666667,8,.89534432,.49085104,0,1,1,0,0,1,0,0,0,.505,.5,1.3333334
134,2012,6,.16666667,9,-.20111838,.32067829,1,1,0,1,1,0,0,0,0,2,2,1
134,2015,5,.2,9,-1.3540927,-1.7700771,0,1,1,0,0,0,0,1,0,1.5,1.5,1
135,2012,4,.25,12,-.20111838,2.2750371,1,1,1,1,1,0,0,1,0,1,1,1
135,2015,4,.25,12,-1.3540927,-2.73754,0,1,1,0,0,0,0,1,0,2,2,1
136,2012,5,.2,4,-2.397939,-.42637217,0,1,0,0,0,0,0,1,0,2,2,.66666669
136,2015,6,.16666667,7,-1.3540927,.46078017,1,1,1,1,0,0,0,0,0,2.3,.80000001,1.6666666
137,2012,3,.33333334,12,-1.4206787,-1.5924743,0,1,0,0,0,0,0,1,0,1.5,0,0
138,2012,4,.25,5,-1.4206787,-1.0223733,0,1,1,1,0,0,0,1,0,.25,0,0
138,2015,5,.2,6,-.20111838,-.87451905,0,1,1,1,0,1,0,0,0,6.52,2.5,3.3333333
139,2012,6,.16666667,7,-.65132838,-1.4188989,1,0,1,1,0,0,0,1,0,3,3,.66666669
139,2015,6,.16666667,7,-.20111838,-.46560389,1,1,1,0,0,0,0,0,1,2,2,1.3333334
140,2012,3,0,12,-.26770446,-1.7574204,1,1,0,1,1,0,0,1,0,1.9499999,1,.66666669
140,2015,4,.25,12,.56823194,.84617817,1,1,1,0,0,0,0,1,0,10,10,2.6666667
141,2012,10,.1,8,-1.4206787,-1.475049,1,1,0,0,0,0,0,1,0,2.02,.69999999,.66666669
141,2015,10,.1,11,-.08191596,-.86810392,1,1,1,1,0,0,0,0,0,12,12,1.3333334
142,2012,3,.33333334,6,.50164586,-.23315856,0,1,1,1,0,0,0,1,0,3.5,2,1
142,2015,4,.25,9,1.4149714,1.619314,0,1,1,0,0,0,0,1,0,6.0079999,1,1.6666666
143,2012,8,.125,16,-1.4206787,-2.2770491,1,1,0,0,0,0,0,1,0,.5,0,0
143,2015,5,.2,11,1.4149714,2.8033006,1,1,0,0,0,0,0,1,0,7.0100002,2,1.3333334
144,2012,5,.2,7,-.26770446,.56327397,0,1,1,1,1,0,0,1,0,.40000001,.2,0
144,2015,4,.25,7,-.20111838,-2.2689648,0,1,1,1,0,0,0,0,1,7.0100002,2,2
145,2012,8,.125,10,.89534432,2.6657932,0,1,1,1,1,0,0,0,1,4.4000001,2,.66666669
145,2015,7,.14285715,10,.96193039,-.44322157,0,1,1,0,0,0,0,1,0,2,1,1
146,2012,5,.2,7,-.65132838,.55092931,1,1,1,1,0,0,0,1,0,2,.5,.33333334
146,2015,5,.2,7,-1.3540927,-2.1083322,1,1,0,1,0,0,0,0,0,2.5,1.5,1.6666666
147,2012,4,.25,8,-.65132838,-.6486299,0,1,0,0,0,0,0,1,0,3.1300001,2.5,1.3333334
147,2015,5,.2,8,-.19104391,-.33219039,0,1,0,0,0,0,0,1,0,1.5,1.5,.66666669
148,2012,6,.16666667,7,-2.3313529,-.41384754,1,1,1,1,0,0,0,1,0,4.1999998,2,.66666669
148,2015,5,.2,7,-2.3313529,-1.598895,0,1,0,0,0,1,0,0,0,1.5,1,1.6666666
149,2012,6,.16666667,7,-.25762996,-.83819902,0,1,1,1,0,0,0,1,0,1,.5,1
149,2015,3,.33333334,7,-1.4206787,-1.6852756,0,1,0,1,0,0,0,0,0,.25,.25,1.3333334
150,2012,4,.25,9,-1.4206787,-.27130282,0,0,1,0,0,0,0,1,0,.69999999,.30000001,1
150,2015,4,.25,9,1.7312807,5.2723112,1,1,0,0,0,0,0,0,0,7.5,1.5,1.6666666
151,2012,6,.16666667,8,-1.4206787,.89698571,0,1,1,0,0,0,0,1,0,4,2,1
151,2015,3,0,8,.89534432,.59468877,1,1,0,0,0,0,0,1,0,1.04,1,1
152,2012,6,.16666667,7,-.26770446,.37778801,0,1,1,1,0,0,0,1,0,6.5999999,5,2
152,2015,6,.16666667,10,-.25762996,-1.4845005,1,1,1,1,0,0,0,1,0,3.5,3.5,1
153,2012,5,.2,5,-2.397939,-1.4769622,0,1,1,1,0,0,0,1,0,2.6099999,1,.66666669
153,2015,5,.2,8,-.58474231,-1.694838,1,1,1,0,0,0,0,1,0,2.5,2.5,1.6666666
154,2012,5,.2,5,.51172036,-1.1363238,0,1,1,0,1,0,0,1,0,1.5,1,.66666669
154,2015,5,.2,7,1.6646947,-1.7439318,1,1,0,1,0,1,0,0,0,.30000001,.25,1
155,2012,7,.14285715,5,1.6646947,-1.789042,0,1,1,1,0,0,0,1,0,4.02,1,.66666669
155,2015,8,.125,5,-.25762996,-.14719062,1,0,0,1,0,1,0,0,0,1.4,1.4,1
156,2012,5,.2,4,.89534432,-1.2033454,0,1,1,1,0,0,0,1,0,6,5,1
156,2015,5,.2,7,1.7312807,-1.6407512,0,1,0,0,0,0,0,0,0,0,0,0
157,2012,4,.25,8,-.65132838,-.1937764,0,1,1,0,0,0,0,1,0,3.9000001,1,1
157,2015,5,.2,9,3.3473704,-.57256013,1,1,0,0,0,0,0,1,0,3,1,1.6666666
158,2012,4,.25,7,-.65132838,-1.2124982,0,1,1,0,0,0,0,1,0,7.3000002,7,1
158,2015,4,.25,9,.96193039,.23603368,1,1,0,0,1,0,0,1,0,1,1,1.6666666
159,2012,5,.2,7,.50164586,.20444964,0,1,1,1,0,0,0,1,0,2,2,1
159,2015,5,.2,7,-1.4206787,2.2139573,0,1,1,0,0,0,0,1,0,1.5,1.5,1
160,2012,8,.125,6,.50164586,1.527609,0,1,1,0,0,1,0,0,0,3.5,1.5,1
160,2015,8,.125,7,-.20111838,1.2857747,0,1,1,1,0,0,1,0,0,1.002,1,1
161,2012,3,.33333334,9,-.26770446,-.6462487,0,1,1,0,0,0,0,1,0,1.85,.69999999,1
161,2015,3,.33333334,9,.89534432,-1.7758988,0,1,1,0,0,0,0,1,0,1.87,1.85,1
162,2012,4,.25,5,-.26770446,-1.2872827,0,1,1,0,0,0,0,1,0,1.3,.69999999,1
162,2015,4,.25,6,.96193039,1.3144913,0,1,0,1,0,0,0,1,0,2.8000002,2.4000001,1
163,2012,3,.33333334,7,-.26770446,-.37775657,0,1,1,1,0,0,0,1,0,2,.5,1
163,2015,5,.2,6,.89534432,-.64707911,1,1,0,0,0,0,0,1,0,2,1.5,2
164,2012,3,.33333334,10,-.26770446,-1.1668454,0,1,1,0,0,0,0,1,0,.80000001,0,0
164,2015,3,0,11,2.5780201,3.6335473,0,0,0,0,0,0,0,1,0,2.0250001,2,1.3333334
165,2012,5,.2,9,-.26770446,.12127095,0,1,1,0,1,0,0,1,0,1.71,.23999999,1
165,2015,4,.25,9,3.2807844,1.4153826,0,0,0,0,0,0,0,0,0,1.24,1,1.6666666
166,2012,4,.25,7,-1.4206787,-1.1108879,0,1,1,0,0,0,0,1,0,.62,0,0
166,2015,4,.25,7,-.25762996,1.0179538,0,0,1,0,1,0,0,1,0,6.8000002,4,.66666669
167,2012,5,.2,5,.50164586,1.2089127,0,1,1,0,0,0,0,1,0,2,0,0
167,2015,4,.25,8,2.194396,-1.7250177,0,1,0,0,0,0,0,0,1,1,1,1
168,2012,9,.11111111,12,-2.397939,-.98951566,0,1,1,0,0,0,1,0,0,2,2,1
168,2015,9,.11111111,12,.89534432,-.68281698,0,1,0,0,1,0,0,0,1,.30000001,0,0
169,2012,5,.2,16,-1.4206787,-1.7814002,0,1,1,0,0,0,0,1,0,2.0999999,2,.66666669
169,2015,4,0,16,.96193039,3.1193998,0,1,1,0,1,0,0,1,0,2.0999999,2,1.6666666
170,2012,5,.2,5,-2.397939,-2.7366462,0,1,0,0,0,0,0,1,0,.40000001,.2,.66666669
170,2015,4,.25,7,.51172036,-.040185094,0,1,0,0,0,1,0,0,0,1.3149999,1.3,1.3333334
171,2012,6,.16666667,16,-1.4206787,-2.7366462,0,0,0,0,0,0,0,1,0,1.01,.89999998,.66666669
171,2015,5,0,16,.89534432,2.6027272,0,1,0,0,0,0,0,1,0,2.105,.60000002,1.3333334
172,2012,7,.14285715,16,-2.397939,-1.4539679,0,1,1,0,0,0,0,1,0,3.3,3,1
172,2015,7,.14285715,16,-.19104391,-.77933776,1,1,0,0,0,0,0,1,0,17.1,9,1.3333334
173,2012,3,.33333334,5,-1.4206787,-1.7814002,0,1,1,0,0,0,0,1,0,1.15,1,1
173,2015,8,.125,10,.56823194,1.0048188,0,1,0,1,0,0,0,1,0,4.1500001,3.7,1.6666666
174,2012,4,.25,7,.50164586,-2.6849978,0,1,1,0,0,0,0,1,0,1.5,0,0
175,2012,3,.33333334,8,-.26770446,.37003681,0,1,1,0,0,0,0,1,0,2.5,2.5,1
175,2015,4,.25,8,1.0313474,-1.984491,0,1,1,0,0,0,0,1,0,2.0050001,2,1
176,2012,5,.2,7,-.65132838,.52208912,0,1,1,0,0,0,0,1,0,5.9000001,2,4
176,2015,6,.16666667,7,2.5114341,.35227418,0,1,0,1,0,0,0,1,0,.40000001,.30000001,2.3333333
177,2012,7,.14285715,7,.50164586,-.22584578,0,1,1,0,1,0,0,1,0,2,.30000001,1
177,2015,6,.16666667,4,-.58474231,-2.7366462,0,0,0,0,0,0,0,0,1,0,0,0
178,2012,4,.25,5,-.26770446,.98941106,0,1,1,0,1,0,0,1,0,5.3000002,1,1
178,2015,11,.090909094,12,.50164586,-2.2629435,0,0,1,1,0,1,0,0,0,.5,.5,1.3333334
179,2012,3,.33333334,4,-.26770446,-.43008399,0,1,1,0,1,0,0,1,0,2.2,1,1
179,2015,6,.16666667,8,.89534432,-1.4440261,0,1,0,0,0,1,0,0,0,.50080001,.5,1
180,2012,6,0,9,-1.4206787,.018203525,0,1,1,0,1,0,0,1,0,6,1,1
180,2015,4,0,4,.89534432,.26650757,1,1,0,0,0,0,0,1,0,.5,.5,2
181,2012,8,.125,10,-.65132838,-1.789042,0,1,1,0,1,0,0,1,0,1.51,1,.66666669
181,2015,6,0,10,.89534432,.30477542,0,1,1,0,0,0,0,1,0,1.5,1.5,2
182,2012,6,.16666667,16,-1.6285887,-1.566471,0,0,0,0,1,0,0,1,0,1.2,1,1
182,2015,6,.16666667,16,2.5114341,-1.0721527,0,1,0,0,0,0,0,0,1,.704,.69999999,1
183,2012,4,.25,3,-.26770446,1.1272095,1,1,1,0,0,0,0,1,0,13.95,3,1.3333334
183,2015,8,.125,8,-1.3540927,-1.6781279,0,1,0,0,0,0,0,1,0,5.0050001,5,3.3333333
184,2012,4,.25,9,.50164586,-.30427134,0,1,1,1,1,0,0,1,0,4.0999999,1.5,1
184,2015,4,.25,10,.96193039,.93931586,0,1,1,0,0,0,0,1,0,1.6,1.5,1.3333334
185,2012,3,.33333334,4,-.26770446,.89891112,0,1,1,0,1,0,0,1,0,6.0999999,1,1
185,2015,3,.33333334,5,-.65132838,.23034009,0,1,0,0,0,0,0,1,0,2,2,2
186,2012,6,.16666667,12,-1.4206787,-.033737406,0,1,1,0,1,0,0,1,0,2.3,2,1
186,2015,6,.16666667,12,3.3473704,.32192305,0,1,1,0,0,0,0,1,0,5.5,5,2
187,2012,8,.125,7,-1.4206787,-1.5878774,1,1,1,0,0,0,0,1,0,1,1,1
187,2015,6,0,7,.56823194,-.03697896,0,1,0,0,0,0,0,0,1,3.0050001,3,1.3333334
188,2012,4,.25,10,-.26770446,-.24368288,0,1,1,1,1,0,0,1,0,.58999997,.58999997,1
188,2015,4,.25,9,.96193039,-.64509094,0,1,1,0,0,0,0,1,0,3.5,3.5,2
189,2012,3,.33333334,2,.50164586,.81012553,1,1,0,0,0,0,0,1,0,1.8,.80000001,1
189,2015,4,.25,3,.96193039,-1.2089254,0,0,0,0,0,1,0,0,0,3,3,2
190,2012,4,.25,6,.50164586,-.7193588,1,1,0,0,1,0,0,1,0,4,2,.66666669
190,2015,4,.25,5,1.7312807,-2.0553563,0,1,0,0,0,0,1,0,0,1.003,1,2
191,2012,4,.25,3,-1.3540927,-1.8035309,0,1,1,0,0,0,0,1,0,2.4599998,1.1,.66666669
191,2015,4,.25,5,.96193039,-.5388332,0,1,1,0,0,0,0,1,0,1,1,1.3333334
192,2012,4,.25,0,-1.4206787,-1.7780254,0,1,1,0,1,0,0,1,0,2.5,2,.66666669
192,2015,5,.2,1,-1.4206787,-1.1470789,0,1,0,0,0,1,0,0,0,.0020000001,0,0
193,2012,4,.25,6,-.26770446,-.5807938,0,1,1,0,1,0,0,1,0,1.5,1,1
193,2015,5,.2,6,1.6646947,.61404181,0,1,1,0,1,0,0,1,0,1.01,1,1.6666666
194,2012,3,.33333334,7,-1.4206787,.57583493,0,1,1,0,0,0,0,1,0,.69999999,.69999999,1
194,2015,3,.33333334,7,1.7312807,-.5873276,0,1,1,0,0,0,0,0,1,.30000001,.30000001,1.3333334
195,2012,6,.16666667,10,-1.4206787,.45809552,0,1,1,0,0,0,0,1,0,1,.5,1
195,2015,6,.16666667,9,.89534432,1.2586842,0,1,1,0,0,0,0,1,0,1.8049999,1.8,1
196,2012,4,.25,2,.50164586,-1.1948302,0,1,1,0,1,0,0,1,0,2,2,.5
196,2015,4,.25,5,-1.3540927,-1.4070584,0,1,1,0,0,0,1,0,0,1.0599999,1,1.6666666
197,2012,3,.33333334,5,-.65132838,-.10493799,0,1,1,1,1,0,0,1,0,2.3699999,2.3699999,3
197,2015,4,.25,6,-.26770446,-1.3645189,0,1,0,0,0,1,0,0,0,.50199997,.5,.66666669
198,2012,3,0,12,-1.4206787,-.030241806,0,1,1,0,1,0,0,1,0,1.72,1,1
198,2015,3,0,11,2.194396,1.9530542,0,1,0,1,1,0,0,0,0,.5,.5,1.6666666
199,2012,4,.25,7,-.65132838,-2.4591532,0,0,0,0,0,0,0,1,0,.64999998,.5,1
199,2015,4,.25,7,-1.4206787,-.5206486,0,1,0,0,0,0,0,0,0,1.46,1,1.6666666
200,2012,5,.2,8,-1.4206787,.52735662,0,1,1,0,0,0,0,1,0,.5,.2,1
200,2015,2,0,6,-.25762996,,0,1,0,1,0,0,0,1,0,2,2,.66666669
201,2012,4,.25,8,-2.397939,-1.1751498,0,1,1,0,1,0,0,1,0,1,1,.33333334
201,2015,4,0,8,-.25762996,-1.4771603,0,1,0,0,0,0,0,0,0,.40000001,.40000001,1
202,2012,6,.16666667,5,-1.4206787,-1.7532045,0,1,1,0,0,0,0,1,0,1.2,1,.66666669
202,2015,6,.16666667,5,-2.397939,-1.4450613,0,1,0,0,0,0,1,0,0,.5,.5,1.6666666
203,2012,3,.33333334,3,-1.4206787,-1.5895054,0,0,1,0,1,0,0,1,0,1.2,1,.66666669
203,2015,3,.33333334,3,-1.3540927,.10404088,0,1,1,1,0,0,0,0,1,.5,.5,1.3333334
204,2012,8,0,12,-.26770446,-1.0188475,0,1,1,0,1,0,0,1,0,1.5,1.5,.66666669
204,2015,8,0,12,-1.2449647,-1.6008059,1,0,0,1,0,0,0,0,1,1,1,1.3333334
205,2012,3,.33333334,12,-1.4206787,-.57031012,1,1,0,0,0,0,0,1,0,1,1,1
205,2015,3,.33333334,14,-.26770446,-.72067159,0,1,0,0,0,0,0,0,1,1,1,1
206,2012,6,.16666667,11,-.26770446,-.69134182,1,1,0,0,0,0,0,1,0,1,1,1
206,2015,4,0,11,-.19104391,1.0390472,1,1,0,0,1,0,0,1,0,1,1,1.6666666
207,2012,4,.25,9,.50164586,.69166142,0,1,1,0,1,0,0,1,0,.60000002,.60000002,1
207,2015,4,.25,9,.89534432,-1.0614413,0,1,1,0,0,0,0,0,1,1,.5,1
208,2012,6,0,9,-1.4206787,2.0814793,0,1,1,0,1,0,1,0,0,3.5,3.5,4
208,2015,6,0,9,.96193039,1.8694975,1,1,1,1,1,0,0,1,0,1.5,1,1.6666666
209,2012,7,.14285715,8,-.26770446,-2.4669681,0,1,0,0,0,0,0,1,0,1.5,1,1.3333334
209,2015,6,.16666667,8,.96193039,1.0849932,1,1,0,1,0,0,0,1,0,1,1,2
210,2012,4,.25,6,-1.2449647,5.7415867,0,1,0,0,1,0,0,1,0,7.3000002,6,1
210,2015,5,.2,6,-.20111838,-.14820695,1,1,1,0,0,0,0,0,0,1.1,1,1.6666666
211,2012,9,.11111111,5,-1.4206787,-.60881656,0,1,1,1,0,0,0,1,0,.30000001,.30000001,1
211,2015,9,.11111111,5,1.7312807,1.5582863,1,1,0,1,0,0,1,0,0,1.03,1,1.6666666
212,2012,5,.2,4,-.26770446,2.4122231,0,1,1,0,0,0,0,1,0,2.3,0,0
212,2015,5,.2,5,-.20111838,-1.5065465,1,1,0,0,1,0,1,0,0,2.3,2,1.3333334
213,2012,6,.16666667,5,-.26770446,-.061452296,0,0,1,0,0,0,1,0,0,5.5,1,1
213,2015,6,.16666667,6,2.5780201,1.9047276,0,1,0,0,0,0,1,0,0,5,5,1.6666666
214,2012,9,.11111111,11,-1.4206787,-1.2564838,0,0,0,0,0,0,0,1,0,.5,.5,.66666669
214,2015,5,.2,3,-.20111838,.067982867,1,1,1,0,0,0,0,1,0,1.9000001,1.7,1.3333334
215,2012,6,.16666667,9,-.26770446,-.14036497,0,1,0,0,0,0,0,1,0,6.5,2.5,1.3333334
215,2015,7,.14285715,9,.56823194,-.77026355,0,1,0,0,1,0,0,1,0,3,3,1.6666666
216,2012,3,.33333334,8,.89534432,-1.5905546,0,1,1,1,0,0,0,1,0,5.25,5,1
216,2015,4,.25,8,-1.3540927,-1.2866136,0,0,0,0,0,0,1,0,0,.5,.5,1.6666666
217,2012,5,.2,10,1.3483852,-1.5054647,0,1,1,1,1,0,0,1,0,3,2.5,.66666669
217,2015,5,.2,6,-.26770446,1.7936208,1,1,1,0,1,0,0,1,0,2.0150001,2,1.6666666
218,2012,9,.11111111,2,.89534432,-2.4669681,0,0,0,0,0,0,0,0,1,.30000001,.30000001,1
219,2012,6,.16666667,1,.89534432,-.46946281,0,1,0,0,0,0,0,1,0,1.5,1.5,1
219,2015,6,.16666667,2,-1.4206787,-1.5123675,0,1,0,0,0,0,0,1,0,.15000001,.15000001,2
220,2012,5,.2,6,-.26770446,-.29863515,1,1,1,1,0,0,0,1,0,1.5,.69999999,.66666669
220,2015,4,0,2,-1.4206787,.39839476,1,0,0,0,1,1,0,0,0,2,1,2
221,2012,5,.2,8,-.26770446,-2.4516842,0,1,1,0,1,0,0,1,0,2,2,.66666669
221,2015,5,.2,8,-1.4206787,-2.476126,0,1,1,0,0,0,1,0,0,1.52,1.5,2.3333333
222,2012,4,.25,6,-.26770446,1.2665505,1,1,0,1,0,0,0,1,0,7,7,1
222,2015,4,.25,6,-.20111838,-.95386368,0,1,0,0,0,0,0,1,0,2,2,1.3333334
223,2012,6,.16666667,11,-.26770446,-1.1809174,1,1,0,0,1,0,0,1,0,2,0,0
223,2015,6,.16666667,10,-.65132838,1.3576872,1,1,1,0,0,0,0,1,0,4.5,4,1.6666666
224,2012,10,.1,5,-.26770446,-1.9094671,0,1,0,1,0,0,0,1,0,4.3000002,4.3000002,1.3333334
224,2015,8,.125,5,-1.4206787,-2.7108219,0,1,0,0,0,0,1,0,0,.50999999,.5,1
225,2012,5,.2,4,-1.4206787,.019854954,0,1,1,0,0,0,0,1,0,3,3,1
225,2015,5,.2,6,-1.4206787,-1.2879639,0,0,1,0,0,1,0,0,0,1,1,1.3333334
226,2012,5,.2,8,-.58474231,.022376407,1,0,1,1,0,0,0,1,0,1.1,0,0
226,2015,5,.2,10,-.26770446,-.58083105,0,1,1,1,0,0,0,0,1,1.4,1,1.6666666
227,2012,7,.14285715,9,-.26770446,1.7165271,0,1,1,1,0,0,0,1,0,1.5,1.5,1
227,2015,11,.090909094,7,.57830644,1.3178681,1,1,0,1,0,0,0,1,0,2,2,1.3333334
228,2012,5,.2,6,-1.4206787,-.4673326,0,0,1,0,0,0,0,1,0,1,.5,1
228,2015,4,.25,8,.89534432,-1.6381742,0,1,0,0,0,0,0,0,0,0,0,0
229,2012,7,0,16,-.26770446,1.6090823,0,1,1,1,1,0,0,1,0,1,0,0
229,2015,5,0,12,1.7312807,.0062128068,0,1,1,0,0,0,0,0,0,1.15,1,1.3333334
230,2012,7,.14285715,10,-1.1783787,-1.6392456,1,1,1,1,0,0,0,1,0,2.7,0,0
230,2015,4,.25,10,.56823194,1.6992962,0,1,1,1,0,0,1,0,0,4.0300002,4,2.3333333
231,2012,5,.2,4,-1.4206787,-2.003355,0,1,1,0,0,0,0,1,0,.60000002,0,0
231,2015,5,.2,7,-1.3540927,-1.5531055,0,1,1,0,0,1,0,0,0,.5,.5,2
232,2012,5,.2,5,-1.3540927,-.028264137,0,1,1,1,0,0,0,1,0,.5,0,0
232,2015,6,.16666667,6,.96193039,-2.6131823,0,1,0,1,0,0,1,0,0,.5,.5,1.6666666
233,2012,9,.11111111,7,-.26770446,-1.7210555,0,1,1,0,0,0,0,1,0,1.5,1.5,.66666669
233,2015,8,.125,9,1.7312807,-1.6922019,0,1,0,0,0,0,1,0,0,2.003,2,1.6666666
234,2012,6,.16666667,8,-1.2449647,-1.0849061,0,1,1,0,0,0,0,1,0,1.1,1,.33333334
234,2015,6,0,9,-.20111838,-2.4693394,0,1,1,0,1,0,1,0,0,.60000002,.30000001,1.3333334
235,2012,2,0,3,-.26770446,-1.4239278,0,1,0,0,0,0,0,1,0,1.5,1.5,.33333334
235,2015,4,.25,1,-1.4206787,-1.1949562,0,1,1,1,0,0,0,1,0,3.5039999,3,.33333334
236,2012,8,.125,9,2.1177356,-.46509495,1,1,1,0,0,0,0,1,0,4,3,.33333334
236,2015,6,.16666667,9,-.26770446,-.62249225,0,1,1,0,0,0,0,0,0,2,2,1
237,2012,8,.125,9,-1.4206787,-.79506814,0,1,1,0,0,0,0,1,0,1.8,1.5,1
237,2015,7,.14285715,9,.89534432,1.2286569,1,1,1,1,0,0,0,1,0,2.5599999,2.5,2
238,2012,4,.25,8,-1.4206787,-1.7291075,0,1,1,0,0,0,0,1,0,.5,.5,1
238,2015,4,.25,8,-.20111838,.57556593,0,1,1,0,0,0,1,0,0,2.2,2,1.6666666
239,2012,3,.33333334,4,-1.4206787,-1.3415105,0,1,1,0,0,0,0,1,0,3.5,.5,1
239,2015,3,.33333334,6,.56823194,-2.7094972,0,1,0,0,0,0,0,1,0,.5,.5,1.3333334
240,2012,7,.14285715,7,-1.4206787,-.77614826,0,1,1,0,0,0,0,1,0,1.62,1,1
240,2015,5,0,4,.89534432,-1.9182523,0,1,0,0,0,0,0,1,0,1.5,1.5,1.6666666
241,2012,4,.25,4,-1.4206787,-1.7292154,0,1,1,0,0,0,0,1,0,3.2,2.98,1
241,2015,4,.25,4,-1.3540927,.27033016,0,1,0,0,1,0,0,1,0,3.05,2.5,1
242,2012,6,.16666667,5,-1.4206787,-.49824077,0,1,1,0,1,0,0,1,0,4,1.2,2
242,2015,6,.16666667,5,-.26770446,-1.1572037,1,0,0,0,0,0,0,1,0,2,2,1
243,2012,4,.25,8,-.26770446,-.78925306,0,1,0,0,0,0,0,1,0,.40000001,.18000001,1
243,2015,4,.25,8,1.7312807,-.49048746,0,1,0,0,1,0,0,1,0,2.312,1.3,1.6666666
244,2012,3,.33333334,12,-.26770446,-.3162128,0,1,1,0,1,0,0,1,0,1.4200001,0,0
244,2015,3,0,7,1.7312807,.54758185,1,1,0,1,0,0,0,1,0,2.3,2,1.6666666
245,2012,5,.2,8,-1.4206787,-.88949245,0,1,1,0,0,0,0,1,0,1.04,.40000001,1
245,2015,4,.25,9,1.6646947,2.8024895,0,1,0,1,1,0,0,1,0,7.75,4,1.6666666
246,2012,5,.2,8,-.26770446,-1.035787,0,1,1,0,0,0,0,1,0,.5,.30000001,.33333334
246,2015,5,.2,8,.96193039,-.5703277,0,1,1,0,0,0,0,1,0,2.5,2.5,1.6666666
247,2012,5,.2,4,-1.4206787,-.98261309,0,1,1,0,1,0,0,1,0,.5,.5,.33333334
247,2015,5,.2,6,1.7312807,-1.3023463,1,1,0,0,0,0,0,1,0,1,1,1.6666666
248,2012,4,.25,6,-1.4206787,-1.1109663,0,1,1,0,0,0,0,1,0,1.7,1.7,1
248,2015,5,.2,6,.96193039,.85534251,1,1,0,0,0,0,0,1,0,1.8,1.8,1.3333334
249,2012,9,.11111111,8,-1.4206787,-1.7347778,1,1,0,0,0,0,0,1,0,.89999998,.89999998,.66666669
249,2015,8,.125,10,1.6646947,.69793087,0,1,0,0,1,0,0,1,0,.85000002,.80000001,.33333334
250,2012,8,.125,12,-1.4206787,-1.7780254,0,0,1,1,0,0,0,1,0,1,1,.66666669
250,2015,7,.14285715,12,1.7312807,-1.2672386,0,1,1,0,1,0,0,1,0,1.9,1.5,1
251,2012,4,.25,7,-1.4206787,-1.7608464,0,1,1,0,0,0,0,1,0,.55000001,.30000001,1
251,2015,4,.25,10,.96193039,-.33588684,1,1,0,0,0,0,0,1,0,1.8,1.8,1
252,2012,6,.16666667,14,-2.397939,-2.4669681,0,1,1,0,0,0,0,1,0,.5,.5,.66666669
252,2015,4,0,10,-.25762996,1.5788577,1,1,0,0,0,0,0,1,0,1,1,1
253,2012,7,.14285715,5,-1.4206787,.21272339,0,1,1,0,0,0,0,1,0,3,0,0
253,2015,8,.125,7,-.19104391,.59247172,1,1,0,0,0,0,0,1,0,2.2,2.2,2.3333333
