hhid,year,hhsize,depshare,maxeduc,index1,index2,buff,chicken,cow,duck,pig,incwage,incfish,incfarm,incskill,land,flood,floodmonths
254,2012,6,.16666667,5,-1.4206787,.026034849,0,1,1,0,0,0,0,0,0,1.5,.5,1
254,2015,6,.16666667,5,-.26770446,-.24557166,1,1,0,0,0,1,0,0,0,.60000002,.60000002,.33333334
255,2012,5,.2,10,-1.4206787,.70473051,0,1,1,0,1,0,0,1,0,3,0,0
255,2015,3,.33333334,3,-.20111838,.20365804,0,1,1,1,0,0,0,1,0,1,1,1.3333334
256,2012,8,.125,9,-1.4206787,-.15871941,0,1,1,0,0,0,0,1,0,23.16,0,0
256,2015,9,0,9,.96193039,4.9422622,0,1,0,0,1,0,0,1,0,3.01,2,.66666669
257,2012,3,.33333334,9,-1.4206787,-.17886792,0,1,1,0,0,0,0,1,0,2,1,.66666669
257,2015,4,.25,9,-.20111838,.032646038,0,0,0,0,0,0,0,0,0,7,7,.66666669
258,2012,4,.25,6,-1.4206787,.46995908,1,1,1,0,0,0,0,1,0,3.3,2,.66666669
258,2015,4,.25,6,-1.4206787,-.4960061,0,0,1,0,0,1,0,0,0,.5,.5,1
259,2012,7,.14285715,4,-1.4206787,-.54745668,1,1,0,0,0,0,0,1,0,1.3,1,.66666669
259,2015,8,.125,7,-.26770446,-.98860717,1,1,0,0,0,0,0,0,0,.31,.31,1
260,2012,4,.25,6,-.26770446,-.052236848,0,1,1,0,0,0,0,1,0,3.0999999,2,.66666669
260,2015,5,.2,5,.89534432,-.73511666,0,1,0,0,0,0,0,1,0,.5,.5,0
261,2012,4,.25,6,-2.397939,-2.7366462,1,1,0,0,0,0,0,1,0,1.6999999,.60000002,.66666669
261,2015,4,.25,6,-.20111838,-.49783826,0,0,1,0,0,0,0,1,0,2,1,1.6666666
262,2012,6,.16666667,7,-1.4206787,-1.7115028,0,1,1,0,1,0,0,1,0,2.7,2,1
262,2015,6,.16666667,9,.57830644,-.67255312,1,1,1,0,0,0,0,1,0,1.5,1.5,1.6666666
263,2012,6,.16666667,6,-1.4206787,-1.789042,1,1,1,1,1,0,0,1,0,1.5,1,1
263,2015,6,.16666667,6,-1.3540927,.19139399,1,1,0,1,0,0,0,1,0,1.16,1,1.6666666
264,2012,9,.11111111,14,-.26770446,-1.4425863,0,1,1,1,1,0,0,1,0,1.7,1.5,.66666669
264,2015,7,.14285715,6,.56823194,.30966642,0,1,1,0,0,0,0,1,0,1.6,.5,1
265,2012,5,.2,8,-1.6285887,-1.1879858,0,1,0,1,1,0,0,1,0,.69,0,0
265,2015,5,0,8,1.6646947,-.59078538,1,1,0,0,0,1,0,0,0,1.8,1.5,2
266,2012,5,.2,7,-.65132838,-.72192484,0,1,1,0,1,0,0,1,0,.69999999,0,0
266,2015,5,.2,7,-2.397939,-1.4832927,0,1,0,0,0,0,0,0,1,.94499999,.89999998,1.6666666
267,2012,8,.125,7,-1.2449647,1.7752253,1,1,0,0,1,0,0,1,0,2,1,.66666669
267,2015,4,.25,3,1.7312807,1.5102441,1,1,0,0,0,0,0,1,0,3.0999999,3,1.3333334
268,2012,10,.1,7,-.47561437,-1.1447519,0,1,0,0,1,0,0,1,0,1,0,0
268,2015,12,.083333336,7,-1.4206787,-1.2855418,0,1,1,0,0,1,0,0,0,1,1,1.6666666
269,2012,4,.25,4,-1.4206787,-.39568493,0,0,1,0,1,0,0,1,0,2,0,0
269,2015,5,.2,4,-.20111838,-1.0956042,1,1,0,0,0,1,0,0,0,2,2,1
270,2012,7,.14285715,16,-1.6285887,-.3460893,1,1,1,0,0,0,0,1,0,1,.30000001,1
270,2015,7,.14285715,16,.89534432,.38154823,0,1,0,1,0,0,0,1,0,2.8,.60000002,2.3333333
271,2012,6,.16666667,5,-1.6285887,-1.1416508,0,0,1,1,0,0,0,1,0,1,0,0
271,2015,6,.16666667,5,.56823194,-.083858401,1,1,0,0,0,1,0,0,0,1,.5,1.6666666
272,2012,7,.14285715,5,-.26770446,.54503959,1,1,0,0,0,0,0,1,0,5,2,1
272,2015,7,.14285715,5,.56823194,-2.2541234,0,1,0,0,0,0,0,1,0,1.1,1,1.3333334
273,2012,7,.14285715,12,-.26770446,3.2419078,1,1,1,0,1,0,1,0,0,2,2,.66666669
273,2015,4,.25,3,-.20111838,-.4885729,1,1,1,1,1,0,0,1,0,6.5599999,3,1.3333334
274,2012,9,.11111111,2,-.65132838,-1.6527969,0,1,0,0,0,0,0,1,0,.54000002,0,0
275,2012,8,.125,1,-.65132838,-1.979826,0,1,0,0,0,0,1,0,0,.30000001,.30000001,.66666669
275,2015,7,.14285715,4,1.1404753,-1.5094688,0,0,0,1,0,1,0,0,0,2,1,.66666669
276,2012,7,.14285715,2,-.65132838,.97690529,0,1,1,0,1,0,0,1,0,4,3,.66666669
276,2015,10,.1,12,-.20111838,.94131297,0,1,0,1,1,0,0,0,0,5.5,5.5,4
277,2012,5,.2,0,-1.4206787,-.74821138,1,0,0,0,0,0,0,1,0,2,1.5,7
277,2015,5,.2,4,-1.4206787,-1.5492867,0,1,0,0,0,0,0,0,1,1.6,1.5,2
278,2012,5,.2,0,.50164586,-.027327849,1,1,1,0,0,0,0,1,0,1,1,1
278,2015,9,.11111111,8,.26199701,-1.9063841,0,1,1,0,0,1,0,0,0,2.7,1,1.6666666
279,2012,6,.16666667,2,-.65132838,-.22500253,0,1,1,1,0,0,0,1,0,10.3,4.3000002,1.3333334
279,2015,6,.16666667,5,-1.6285887,-2.3566642,0,1,0,0,0,1,0,0,0,.40000001,.40000001,1.3333334
280,2012,8,0,2,-1.4206787,-1.1240733,1,1,0,0,0,0,1,0,0,.69999999,.2,1
280,2015,5,0,9,-1.4206787,-.46794125,1,1,0,0,0,0,0,0,1,2,2,1.6666666
281,2012,5,0,2,-2.397939,-1.0708184,1,1,0,0,0,0,0,1,0,.69999999,.30000001,1
281,2015,4,.25,6,1.1404753,-1.1608045,0,1,0,0,0,1,0,0,0,1.001,1,1
282,2012,5,.2,2,-1.4206787,-.42762882,0,1,1,0,1,0,0,1,0,1,1,1
282,2015,5,.2,9,2.1177356,-1.1663314,0,1,1,0,0,0,0,1,0,12,10,1.6666666
283,2012,7,.14285715,2,.50164586,-2.2689648,0,1,1,1,0,0,0,0,0,1.6,1.5,1
283,2015,7,.14285715,7,1.3483852,1.5745015,0,1,1,0,1,0,0,1,0,9.5,3,1
284,2012,4,.25,8,-.65132838,1.9026552,0,1,1,0,1,0,0,0,0,3.1099999,2,1
284,2015,3,.33333334,8,3.2807844,.80215478,0,1,0,0,0,0,0,1,0,13.01,3,1.6666666
285,2012,5,0,9,-.65132838,-2.7108219,0,1,1,0,0,0,0,0,0,2,2,1
285,2015,8,.125,12,1.4149714,-1.7316635,0,1,0,0,0,0,0,1,0,6,5,1.3333334
286,2012,5,.2,7,-1.4206787,-.43918547,0,1,1,0,0,0,1,0,0,1.38,.30000001,1
286,2015,4,0,7,-.26770446,-1.559801,0,1,1,0,1,0,0,1,0,7.0100002,5,.16666667
287,2012,8,.125,2,-.65132838,.72371602,0,1,1,0,1,0,0,1,0,3,2,4.3333335
287,2015,8,.125,6,.50164586,-.76504463,0,1,1,0,1,1,0,0,0,4,1,1
288,2012,4,.25,2,-.26770446,-.80270392,0,1,1,0,0,0,0,1,0,4,1,.66666669
288,2015,7,.14285715,8,1.3483852,-.25881204,0,1,0,0,1,0,0,0,0,5,5,1.3333334
289,2012,6,.16666667,2,.56823194,-.10022172,0,1,0,1,0,0,0,1,0,1.0140001,1,1.6666666
289,2015,6,.16666667,8,2.1177356,1.9675027,0,1,1,1,1,0,0,1,0,2.0050001,2,1.3333334
290,2012,5,0,4,-.58474231,1.6554027,0,1,0,0,0,0,0,1,0,2,1.5,1
290,2015,4,.25,7,1.7312807,-.30230996,0,1,1,0,1,0,0,1,0,3.0009999,3,1.6666666
291,2012,7,.14285715,2,.56823194,.54382229,0,1,0,0,0,0,0,1,0,1.09,1,1.6666666
291,2015,7,.14285715,12,.50164586,1.031329,0,1,1,0,1,0,0,0,0,3,3,1.3333334
292,2012,6,.16666667,6,-.58474231,.45630941,0,1,0,0,0,0,0,1,0,2.0569999,2,1.6666666
292,2015,6,.16666667,9,-1.4206787,-1.0521839,0,1,1,0,0,0,0,1,0,8,0,.66666669
293,2012,6,.16666667,6,.56823194,-1.1889489,0,1,0,1,0,0,0,1,0,.56,.5,1.6666666
293,2015,6,.16666667,9,-.26770446,-.13736168,0,1,1,0,0,0,0,1,0,2,1,1.3333334
294,2012,7,.14285715,14,-1.3540927,1.8490829,0,1,1,1,0,0,0,1,0,3.0899999,3,1
294,2015,5,.2,7,.56823194,-.83831036,0,1,1,0,0,0,0,1,0,7,1,2
295,2012,6,.16666667,14,-1.3540927,-1.8642919,0,1,0,0,1,0,0,1,0,2,2,1
295,2015,5,0,10,-.65132838,.89941704,0,1,1,0,1,0,0,1,0,8,2,1
296,2012,7,.14285715,6,-.58474231,-1.2764015,0,1,0,0,1,0,0,0,1,.081,0,0
296,2015,7,.14285715,9,-.26770446,-.49394348,0,1,0,0,0,0,0,1,0,1,1,1
297,2012,4,.25,2,-1.2449647,1.7459302,1,1,0,1,0,0,0,1,0,3.1500001,3,1
297,2015,5,0,14,-.26770446,.37247565,0,1,1,1,0,0,0,1,0,5,2.5,.66666669
298,2012,6,.16666667,9,-1.3540927,-.18760817,0,1,1,1,0,0,0,1,0,1.25,.89999998,1
298,2015,4,.25,9,-.26770446,-.90850168,0,1,1,0,0,1,0,0,0,4,1,1
299,2012,4,.25,14,-1.3540927,1.8661517,1,1,1,0,0,0,0,1,0,5.0120001,5,1.3333334
300,2012,4,.25,5,-1.3540927,.060948607,1,1,0,1,0,0,0,1,0,6.0840001,4,1.6666666
300,2015,5,.2,6,-.26770446,.70535582,0,1,1,1,1,0,0,1,0,1.8199999,1.5,1.3333334
301,2012,7,.14285715,2,-.58474231,3.4101298,1,1,1,1,0,0,0,1,0,5.0599999,5,1
301,2015,7,.14285715,12,.50164586,.18265188,0,1,1,0,1,1,0,0,0,4,4,.66666669
302,2012,6,.16666667,2,.50164586,.021778572,0,1,0,1,0,0,0,1,0,1.05,1,1
303,2012,8,.125,2,-.58474231,-1.4104239,0,1,1,1,1,0,0,1,0,1.04,1,1.6666666
303,2015,4,.25,3,-.65132838,-.65061533,0,0,1,1,0,0,0,1,0,5,3,.66666669
304,2012,4,.25,2,2.1843216,4.3069224,0,1,0,0,0,0,0,1,0,5.9500003,5.8000002,1
304,2015,4,.25,9,1.4149714,.97084123,0,1,1,0,0,0,1,0,0,3.5,3,1
305,2012,7,.14285715,2,-1.3540927,-.51491898,1,1,0,1,1,0,0,1,0,2.5699999,2,1
305,2015,6,.16666667,6,.50164586,1.7154751,0,1,1,0,0,0,0,1,0,1.03,1,1.3333334
306,2012,8,.125,2,-2.3313529,-.35255992,0,1,0,0,0,1,0,0,0,3.0250001,1.5,1
306,2015,8,.125,10,-.20111838,.44227135,0,1,1,1,0,0,0,1,0,1,1,.66666669
307,2012,6,.16666667,2,-2.3313529,-.56938136,1,1,0,1,1,1,0,0,0,3.7,.69999999,1.3333334
307,2015,7,.14285715,7,.50164586,-.90469199,0,1,0,0,0,0,0,1,0,1,1,.66666669
308,2012,6,.16666667,2,-2.3313529,-1.4646444,1,1,1,1,1,1,0,0,0,1,.5,1.3333334
308,2015,6,.16666667,10,.50164586,-.46755975,0,1,0,0,0,0,0,1,0,.72999996,.69999999,1.3333334
309,2012,4,0,9,-1.4206787,-1.9226432,1,0,0,0,0,1,0,0,0,.5,.5,.73333335
309,2015,7,0,12,1.6646947,2.1053674,0,1,1,0,0,0,0,1,0,3,.5,1.3333334
310,2012,8,.125,2,-2.3313529,.36587864,1,1,0,1,0,0,1,0,0,1.025,1,1
310,2015,5,.2,7,.50164586,.88792604,0,1,1,1,0,0,0,1,0,2.05,2,1
311,2012,6,0,14,-1.4206787,-1.3695577,1,1,1,0,0,1,0,0,0,1,.5,1
311,2015,5,.2,12,.50164586,.89682209,0,1,0,1,1,0,0,1,0,1,1,.66666669
312,2012,6,.16666667,14,-1.3540927,-.0092247929,1,1,1,1,1,0,0,1,0,3.6600001,2.5,1.3333334
312,2015,5,.2,12,.68743438,.6094439,0,1,0,0,0,0,0,1,0,2.5,2,.66666669
313,2012,5,.2,9,-1.4206787,-.73255277,1,1,0,0,1,1,0,0,0,4.5194998,1,1
313,2015,5,.2,12,.43771103,-.073383346,0,1,1,1,1,0,0,1,0,.62,.5,.66666669
314,2012,7,.14285715,8,-2.3313529,-.32498589,0,0,1,0,0,1,0,0,0,1.51,.5,1
314,2015,7,.14285715,11,-.20111838,.309845,0,1,1,0,0,0,0,1,0,1.1,1,1
315,2012,10,.1,8,-2.3313529,-2.2689648,0,0,0,0,0,1,0,0,0,.5,.5,1
316,2012,7,.14285715,2,-1.3540927,-.32380968,1,1,0,0,1,0,0,1,0,.94,.89999998,1.3333334
316,2015,7,.14285715,12,.50164586,.36087304,0,1,1,1,0,0,0,1,0,2.02,2,1
317,2012,9,.11111111,2,-2.3313529,-1.5328729,0,1,0,0,0,1,0,0,0,.45000002,.40000001,1.3333334
318,2012,4,.25,2,-2.3313529,.36609599,0,1,0,0,0,1,0,0,0,.71999997,.45999998,1.0833334
318,2015,4,0,12,-.26770446,1.3785256,0,1,1,1,1,0,0,1,0,2.02,2,1
319,2012,6,.16666667,2,-1.3540927,-.56541717,1,1,1,1,1,0,0,1,0,3,3,1.3333334
319,2015,5,.2,8,,-.45001724,0,1,1,1,0,0,0,1,0,2.52,2.5,1.3333334
320,2012,5,.2,2,-2.3313529,-.34697631,0,1,1,0,1,1,0,0,0,.0049999999,0,0
320,2015,7,.14285715,11,.96193039,-1.2081616,0,1,1,0,0,0,0,0,1,2.075,1,1.6666666
321,2012,9,.11111111,2,.96193039,.035318151,0,1,1,0,0,0,0,1,0,.93000001,.80000001,1
321,2015,10,.1,9,3.3473704,.74482071,0,1,0,0,1,1,0,0,0,10,10,1
322,2012,9,.11111111,9,-1.3540927,-1.9244279,0,1,0,0,0,0,0,1,0,.25,.25,1
322,2015,8,.125,12,2.5780201,1.3025587,0,1,1,1,1,0,0,0,1,4,4,.66666669
323,2012,8,.125,2,-1.3540927,.49620712,1,1,1,0,0,0,0,1,0,2,2,1
323,2015,6,.16666667,8,3.2807844,-.067573056,0,1,1,1,0,0,0,1,0,5.0100002,5,1
324,2012,6,.16666667,2,-1.3540927,-1.4108866,0,1,1,0,1,0,0,0,1,1.207,1.2,1
324,2015,6,.16666667,7,1.7312807,-.14347301,0,1,1,0,1,0,0,1,0,8,8,1
325,2012,4,.25,2,-1.3540927,-1.754544,0,1,1,1,0,0,0,1,0,1.5,1,1.3333334
326,2012,10,.1,8,.57830644,.35719165,0,1,0,1,1,0,0,1,0,.5,.5,1
326,2015,10,.1,8,2.5780201,-.26987836,0,1,1,1,0,0,0,1,0,1.5,1.5,1
327,2012,10,.1,5,-.19104391,-1.0685866,1,1,0,0,0,0,0,0,0,1.4400001,1,1
327,2015,11,.090909094,4,2.1177356,.093736485,0,1,1,0,0,1,0,0,0,3,3,.66666669
328,2012,8,.125,5,.96193039,-.028754221,1,1,1,1,0,0,0,1,0,4.2199998,4,1.6666666
328,2015,5,.2,5,1.7312807,.76412916,0,1,0,1,1,0,0,1,0,5.02,5,1
329,2012,8,.125,6,-1.4206787,-1.3345804,0,1,1,0,0,0,0,0,1,.40000001,.40000001,1
329,2015,9,.11111111,5,1.7312807,.99810588,0,1,1,1,0,0,0,1,0,3,3,.33333334
330,2012,10,.1,7,-2.397939,-2.1894751,0,0,0,0,0,1,0,0,0,.5025,.5,1
330,2015,9,.11111111,10,1.4250457,1.3099809,0,1,0,0,0,0,0,1,0,3.5,3.5,.66666669
331,2012,7,0,2,-1.3540927,-.43268955,0,1,1,1,0,1,0,0,0,.5,.5,1
332,2012,3,.33333334,2,-1.3540927,.080798693,1,1,0,1,0,0,0,1,0,1.8,1.5,1
332,2015,3,.33333334,5,3.3473704,-.25766444,0,1,1,1,0,0,0,1,0,2.01,2,1
333,2012,7,0,2,-.20111838,-.6713534,0,1,0,0,0,0,0,1,0,.86250001,.5,1
333,2015,7,.14285715,14,.96193039,.21759336,0,1,1,1,1,0,0,1,0,2.01,2,1
334,2012,6,.16666667,2,-1.3540927,-.3785207,1,1,0,0,0,1,0,0,0,1,.5,1.3333334
334,2015,4,.25,3,.89534432,1.158002,0,1,1,0,0,0,0,1,0,4,4,1
335,2012,5,0,14,-1.3540927,-.50125813,0,1,1,0,0,0,0,0,0,.89999998,.40000001,1
335,2015,5,.2,16,.96193039,3.0526826,0,1,0,1,0,0,0,1,0,4.5,4,1
336,2012,4,0,9,-1.3540927,-.7017228,1,1,1,0,0,0,0,1,0,1.5,1,1.3333334
336,2015,7,.14285715,9,2.5780201,1.0397793,0,1,1,1,0,0,0,1,0,2.54,2.5,1.6666666
337,2012,6,0,16,-.19104391,-1.029025,1,1,1,1,0,0,0,1,0,3.01,1,1
337,2015,5,0,14,1.6646947,1.748539,0,1,0,0,0,0,0,1,0,3.52,3.5,1
338,2012,5,.2,2,-1.3540927,-.88403773,1,1,0,0,0,0,0,0,0,1.22,.75,1
338,2015,8,.125,9,3.3473704,-.45449266,0,0,1,1,0,0,0,1,0,1,1,.33333334
339,2012,5,.2,12,-1.3540927,-1.5270057,1,1,0,0,0,1,0,0,0,.5,.5,1
339,2015,5,.2,12,-.26770446,2.3554924,0,1,1,0,0,0,0,1,0,5.52,5.5,1
340,2012,7,0,2,.96193039,-.76528555,1,1,0,1,0,1,0,0,0,1.28,1,1.3333334
340,2015,6,.16666667,12,3.3473704,-.038768612,0,1,1,0,0,0,0,1,0,3.5,3.5,.66666669
341,2012,5,.2,2,.96193039,.10521598,1,1,0,1,1,0,0,1,0,1.5,.5,1
341,2015,5,.2,9,,.56836283,0,1,0,0,1,0,0,0,0,3,3,1
342,2012,5,.2,2,1.7312807,-.70168984,1,0,0,1,1,0,0,1,0,4.5149999,1,.66666669
342,2015,6,.16666667,12,1.6646947,,0,0,0,0,1,0,0,0,0,1.5,1.5,1
343,2012,6,.16666667,2,.96193039,1.0903195,1,1,0,0,1,0,1,0,0,2.0039999,1,1
343,2015,3,.33333334,12,.96193039,.70293015,0,1,1,1,0,0,0,0,1,3.02,3,.83333331
344,2012,5,.2,2,-.20111838,-1.806357,0,0,1,0,0,1,0,0,0,.5,.5,1.6666666
344,2015,5,.2,11,1.7312807,1.0202607,0,1,1,0,0,0,0,1,0,5.02,5,1
345,2012,5,.2,7,-1.3540927,-2.2533729,0,1,0,0,0,1,0,0,0,2.25,.25,1
346,2012,4,.25,2,.96193039,-1.2748083,1,1,0,1,0,1,0,0,0,.25,.25,1
347,2012,8,.125,2,-.58474231,-1.1189722,1,1,0,1,0,0,1,0,0,1,1,1.3333334
347,2015,5,.2,9,1.7312807,-.60997087,0,1,1,1,1,0,0,1,0,2,2,.66666669
348,2012,5,.2,2,-.19104391,-1.4927756,0,1,0,0,0,1,0,0,0,0,0,0
348,2015,5,.2,8,1.7312807,-1.1838037,0,1,1,0,0,0,0,1,0,1.01,1,1
349,2012,4,.25,2,.96193039,-.47244504,1,1,0,0,1,0,0,1,0,1,1,1.6666666
349,2015,3,.33333334,10,.96193039,.55837125,0,1,0,0,0,0,0,0,0,1.01,1,1
350,2012,4,.25,16,.96193039,-.71790367,1,1,0,0,0,0,0,1,0,2,2,1.6666666
350,2015,7,.14285715,6,1.7312807,-1.1350486,0,0,1,0,0,0,0,1,0,.5,.5,.66666669
351,2012,6,.16666667,7,-1.3540927,-.0083655007,1,1,1,0,0,1,0,0,0,.81999999,.69999999,.66666669
351,2015,5,.2,8,.96193039,.048638862,0,1,1,0,1,0,0,0,0,3.02,3,1
352,2012,5,.2,16,-2.3313529,-1.4812567,0,1,1,1,0,1,0,0,0,1.2,1,1
352,2015,4,.25,7,3.2807844,-.023627833,0,1,1,1,0,0,0,1,0,3,3,.66666669
353,2012,7,.14285715,2,-1.3540927,-.49537694,0,1,1,1,0,1,0,0,0,1.54,1.5,1.6666666
353,2015,5,.2,5,-.26770446,1.2366949,0,1,1,0,1,0,0,1,0,3.2,3,1
354,2012,3,.33333334,2,-1.3540927,-1.3906635,1,1,0,0,0,0,0,1,0,4.5,1.5,1
354,2015,4,.25,4,2.5114341,1.5670575,0,1,0,1,1,0,0,1,0,3.0599999,3,1
355,2012,5,.2,2,-.19104391,.59000915,1,1,0,1,0,0,0,1,0,3,2,1.6666666
355,2015,5,0,8,-1.4206787,-.93264645,0,1,1,1,0,1,0,0,0,.52999997,.5,1
356,2012,8,.125,14,-1.3540927,-.77923155,0,1,1,0,0,1,0,0,0,5,1,1
356,2015,10,.1,12,-.015329896,1.630258,0,1,1,1,0,1,0,0,0,.80000001,.80000001,1
357,2012,8,.125,7,-1.3540927,-.85699248,0,1,1,0,0,0,0,0,1,1.501,.5,1
357,2015,8,.125,6,-.26770446,-.98701978,0,1,1,0,0,1,0,0,0,2.5,1,1
358,2012,5,.2,9,-2.3313529,-1.7989453,0,0,1,0,0,1,0,0,0,1.7,1.7,1
358,2015,5,.2,8,-.25762996,.47402298,0,1,1,1,1,0,0,1,0,2.0009999,2,1
359,2012,6,.16666667,2,-1.3540927,-.90605086,1,1,1,0,0,0,0,1,0,4,2,1
359,2015,6,.16666667,8,2.5114341,1.8950711,0,1,1,0,1,0,0,1,0,12.5,3,1
360,2012,7,.14285715,2,-1.3540927,-.60044903,1,1,0,1,0,0,0,1,0,.80000001,.80000001,1.3333334
360,2015,6,.16666667,10,-.26770446,-.65757829,0,1,1,0,0,0,0,1,0,4.5,2.5,1
361,2012,3,0,3,-1.3540927,-1.3960882,1,1,1,0,0,0,0,1,0,1.02,1,1.3333334
361,2015,3,0,6,2.1177356,.95581043,0,1,1,1,0,1,0,0,0,2,2,1
362,2012,4,.25,2,-1.3540927,-.51354873,1,1,0,0,0,0,1,0,0,4,1,1
362,2015,3,.33333334,2,-.26770446,-.97814065,0,1,1,1,1,1,0,0,0,1.04,1,1
363,2012,3,0,7,-1.3540927,-1.0673908,1,1,1,0,0,0,0,1,0,2,2,1.3333334
363,2015,5,.2,8,1.5341737,.62358689,0,1,1,1,0,0,0,1,0,1.09,1,1
364,2012,5,.2,9,-.20111838,1.4171365,1,1,1,1,0,0,0,0,1,4.0539999,4,1
364,2015,5,.2,8,.89534432,-.21213897,0,1,1,0,1,0,0,0,0,.5,.5,1
365,2012,4,.25,2,-1.3540927,-.49821672,1,1,0,1,0,0,0,1,0,1.5,1.5,1.6666666
365,2015,4,.25,8,.89534432,.75974286,0,0,1,1,1,0,0,1,0,2,2,1
366,2012,6,.16666667,2,-1.3540927,-.017069023,1,1,0,0,0,0,0,0,1,6.0079999,1,1.3333334
366,2015,5,.2,12,.89534432,.6562736,0,1,1,0,0,0,0,1,0,1.5,0,0
367,2012,5,.2,2,-1.3540927,2.3536382,1,1,0,0,0,0,0,0,1,5.5100002,.5,1
368,2012,4,.25,2,-1.3540927,-1.4429748,0,1,1,0,0,1,0,0,0,4.0100002,4,1.6666666
368,2015,4,.25,6,2.5114341,-.86744672,0,1,1,0,0,0,0,0,0,2,2,1
369,2012,5,.2,2,-.65132838,-2.0744562,0,0,1,0,0,0,0,0,0,0,0,0
369,2015,6,.16666667,5,2.5114341,-.7016288,0,1,1,1,0,0,0,1,0,2,2,1
370,2012,4,.25,8,.56823194,-.39662409,0,1,1,0,0,1,0,0,0,.30000001,.30000001,1
370,2015,5,.2,8,2.5114341,1.9473,0,1,1,1,0,0,0,1,0,10,10,2
371,2012,6,.16666667,10,-1.6285887,-1.5254271,1,0,0,0,1,0,0,1,0,.51499999,.5,1
371,2015,7,.14285715,9,1.6646947,4.2046833,0,1,1,1,1,0,0,1,0,10.5,10.5,2.6666667
372,2012,7,.14285715,10,.56823194,1.4123197,1,1,0,0,0,0,0,1,0,3.3199999,3,1
372,2015,6,.16666667,12,.89534432,3.0033739,0,0,1,1,1,0,0,1,0,4.02,4,1
373,2012,8,.125,2,-.26770446,-.88030565,0,1,1,1,0,0,0,1,0,3.5,3.5,1
373,2015,5,.2,6,.89534432,1.1722168,0,1,1,1,0,0,0,1,0,3.51,3.5,1.3333334
374,2012,4,.25,2,.56823194,.10302507,0,1,1,0,1,0,0,1,0,1.01,1,1
374,2015,5,.2,5,.51172036,-1.1590954,0,1,1,1,1,0,0,1,0,3.5,3.5,1.3333334
375,2012,4,0,16,-1.5620027,.93162459,1,1,0,0,0,0,0,1,0,11,10,1
375,2015,4,0,16,2.5114341,5.1052475,0,1,1,1,0,0,0,0,1,8,8,1
376,2012,4,.25,2,.56823194,2.1493363,1,1,1,0,1,0,0,1,0,1.41,1,1.5
376,2015,5,.2,4,1.6646947,-.74273294,0,1,1,1,0,0,0,0,1,1.3104999,1.3,.66666669
377,2012,2,0,0,-1.3540927,.65016186,1,1,0,0,0,0,0,1,0,1.01,.60000002,1
377,2015,6,.16666667,10,-1.3540927,-1.3905524,0,1,1,1,0,0,0,1,0,.5,.5,1
378,2012,5,.2,4,.56823194,2.9488242,0,1,1,0,0,0,0,1,0,5.5,2,1.6666666
378,2015,2,.5,6,1.3483852,-1.0243553,0,0,0,0,0,0,0,0,0,.30000001,.30000001,1
379,2012,3,.33333334,4,-.58474231,.18533455,0,1,1,0,1,0,0,1,0,3.0290003,3,1
379,2015,3,.33333334,6,.50164586,2.4301763,0,0,1,0,0,0,0,1,0,5,5,1.3333334
380,2012,6,0,2,-.58474231,-.22244684,0,1,1,0,0,0,0,1,0,3.5,3.5,1.6666666
380,2015,5,0,6,1.3483852,.53808534,0,1,1,1,1,0,0,1,0,1.5,1.5,1
381,2012,6,.16666667,4,-1.3540927,-.89892644,0,1,1,0,0,0,0,1,0,2,2,1.3333334
382,2012,6,.16666667,1,-.58474231,-1.1346983,0,1,1,1,0,0,0,1,0,1.003,1,1
382,2015,4,0,6,-.26770446,-1.1506336,0,0,0,0,0,1,0,0,0,.0099999998,0,0
